Rule,Previous,Issues,Files,Commits,Milliseconds,AvgI,AvgF,Prediction
no-extra-parens,0,0,0,0,0,0.0,0.0,0
space-in-parens,2,0.0012213562870768873,0.43333333333333335,0,25090941000,0.00024427125741537743,0.08666666666666667,2
no-param-reassign,2,0.012348993288590604,0.8661202185792349,0,2765841000,0.002469798657718121,0.173224043715847,2
consistent-this,0,0,0,0,0,0.0,0.0,0
no-void,2,0.00023263929277654997,0.23333333333333334,0,72426621000,4.652785855530999e-05,0.04666666666666667,2
no-path-concat,2,0,0,0,56713778000,0.0,0.0,2
no-empty-class,0,0,0,0,18579928000,0.0,0.0,0
eol-last,2,0,NaN,0,42554679000,0.0,nan,2
no-spaced-func,0,0,0,0,0,0.0,0.0,0
semi,2,0.0005815982319413749,0.5833333333333334,0,42424681000,0.00011631964638827497,0.11666666666666667,2
no-class-assign,2,0,0,0,47014998000,0.0,0.0,2
max-len,0,0,0,0,0,0.0,0.0,0
no-new-wrappers,2,0,0,0,15076992000,0.0,0.0,2
no-case-declarations,2,0,0,0,89380127000,0.0,0.0,2
no-floating-decimal,2,0,0,0,12183843000,0.0,0.0,2
arrow-spacing,0,0,0,0,0,0.0,0.0,0
generator-star-spacing,0,0,0,0,0,0.0,0.0,0
no-unused-labels,2,0,0,0,12547869000,0.0,0.0,2
brace-style,0,0,0,0,0,0.0,0.0,0
strict,2,0,0,0,41238971000,0.0,0.0,2
prefer-destructuring,0,0,0,0,13301697000,0.0,0.0,0
no-case-declarations,2,0,0,0,97323840000,0.0,0.0,2
no-multi-str,2,0,0,0,20744263000,0.0,0.0,2
eqeqeq,2,0,0,0,13057514000,0.0,0.0,2
valid-jsdoc,2,0.006457564575645757,0.18604651162790697,0,11201275000,0.0012915129151291514,0.037209302325581395,2
no-return-await,0,0,0,0,0,0.0,0.0,0
func-style,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,104676541000,0.0,0.0,2
key-spacing,0,0,0,0,96144225000,0.0,0.0,0
quotes,0,0,0,0,0,0.0,0.0,0
curly,2,0.06018791946308725,0.8224043715846995,0,7784127000,0.01203758389261745,0.1644808743169399,2
no-unmodified-loop-condition,0,0,0,0,0,0.0,0.0,0
no-comma-dangle,0,0,0,0,0,0.0,0.0,0
template-tag-spacing,0,0,0,0,0,0.0,0.0,0
no-unsafe-negation,2,0,0,0,35056024000,0.0,0.0,2
no-case-declarations,2,0,0,0,99115139000,0.0,0.0,2
no-extend-native,2,0,0,0,19175739000,0.0,0.0,2
no-class-assign,2,0,0,0,18757754000,0.0,0.0,2
no-underscore-dangle,0,0,0,0,0,0.0,0.0,0
comma-spacing,0,0,0,0,30486481000,0.0,0.0,0
spaced-line-comment,0,0,0,0,0,0.0,0.0,0
no-invalid-regexp,2,0,0,0,33304015000,0.0,0.0,2
no-floating-decimal,2,0,0,0,1587288000,0.0,0.0,2
no-case-declarations,2,0,0,0,97133451000,0.0,0.0,2
yoda,0,0,0,0,0,0.0,0.0,0
no-alert,1,0,0,0,0,0.0,0.0,1
getter-return,2,0,0,0,10319249000,0.0,0.0,2
no-throw-literal,2,0,0,0,40450672000,0.0,0.0,2
no-invalid-regexp,2,0,0,0,2789968000,0.0,0.0,2
no-duplicate-case,2,0,0,0,11996187000,0.0,0.0,2
require-yield,2,0,0,0,20587371000,0.0,0.0,2
prefer-spread,2,0,0,0,12197661000,0.0,0.0,2
no-global-assign,2,0,0,0,520537000,0.0,0.0,2
no-param-reassign,0,0,0,0,0,0.0,0.0,0
newline-before-return,0,0,0,0,0,0.0,0.0,0
no-octal-escape,2,0,0,0,94803000,0.0,0.0,2
no-native-reassign,0,0,0,0,30486481000,0.0,0.0,0
no-empty,2,0.0004832214765100671,0.8333333333333334,0,6301663000,9.664429530201342e-05,0.16666666666666669,2
no-var,0,0,0,0,0,0.0,0.0,0
no-array-constructor,2,0,0,0,17891281000,0.0,0.0,2
no-console,1,0,0,0,0,0.0,0.0,1
quote-props,0,0,0,0,0,0.0,0.0,0
no-useless-computed-key,2,0,0,0,6519156000,0.0,0.0,2
keyword-spacing,2,0,0,0,87627721000,0.0,0.0,2
no-with,2,0,0,0,1665727000,0.0,0.0,2
no-console,0,0,0,0,0,0.0,0.0,0
space-in-parens,0,0,0,0,0,0.0,0.0,0
semi,0,0,0,0,0,0.0,0.0,0
prefer-reflect,0,0,0,0,0,0.0,0.0,0
no-use-before-define,0,0,0,0,0,0.0,0.0,0
no-func-assign,2,0,0,0,66290284000,0.0,0.0,2
no-use-before-define,0,0,0,0,0,0.0,0.0,0
no-script-url,2,0,0,0,2416107000,0.0,0.0,2
no-whitespace-before-property,0,0,0,0,0,0.0,0.0,0
no-delete-var,2,0,NaN,0,46053700000,0.0,nan,2
dot-notation,0,0,0,0,0,0.0,0.0,0
no-irregular-whitespace,2,0,0,0,18860859000,0.0,0.0,2
no-loop-func,0,0,0,0,0,0.0,0.0,0
no-redeclare,2,0,0,0,17474847000,0.0,0.0,2
complexity,1,0,0,0,0,0.0,0.0,1
no-new-object,2,0,0,0,13745597000,0.0,0.0,2
no-console,2,0.0006442953020134229,0.8142076502732241,0,18229024000,0.00012885906040268458,0.1628415300546448,2
no-delete-var,2,0,0,0,58827325000,0.0,0.0,2
no-process-env,0,0,0,0,0,0.0,0.0,0
radix,0,0,0,0,0,0.0,0.0,0
no-param-reassign,0,0,0,0,0,0.0,0.0,0
id-match,0,0,0,0,0,0.0,0.0,0
key-spacing,2,0.003954867977201349,0.8,0,49891999000,0.0007909735954402698,0.16,2
symbol-description,2,0,0,0,3198055000,0.0,0.0,2
space-in-brackets,0,0,0,0,0,0.0,0.0,0
no-process-exit,0,0,0,0,0,0.0,0.0,0
no-invalid-regexp,2,0,0,0,86036044000,0.0,0.0,2
comma-style,0,0,0,0,0,0.0,0.0,0
no-constant-condition,2,0,NaN,0,47165497000,0.0,nan,2
no-empty-label,2,0.0018029545190182622,0.55,0,26962658000,0.00036059090380365246,0.11000000000000001,2
no-native-reassign,0,0,0,0,0,0.0,0.0,0
no-self-compare,2,0,0,0,10020397000,0.0,0.0,2
no-case-declarations,2,0,0,0,146907149000,0.0,0.0,2
func-names,1,0,0,0,0,0.0,0.0,1
semi,2,0,0,0,4875526000,0.0,0.0,2
no-case-declarations,2,0,0,0,111256369000,0.0,0.0,2
no-eval,2,0,0,0,3843930000,0.0,0.0,2
no-else-return,0,0,0,0,0,0.0,0.0,0
no-ex-assign,2,0,0,0,92233548000,0.0,0.0,2
sort-keys,0,0,0,0,0,0.0,0.0,0
no-console,2,0.0011631964638827497,0.43333333333333335,0,19571758000,0.00023263929277654995,0.08666666666666667,2
valid-typeof,2,0,0,0,8473711000,0.0,0.0,2
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
valid-typeof,2,0,0,0,39766437000,0.0,0.0,2
max-classes-per-file,0,0,0,0,0,0.0,0.0,0
no-debugger,2,0,0,0,85315795000,0.0,0.0,2
complexity,1,0,0,0,0,0.0,0.0,1
yield-star-spacing,2,0,0,0,23332508000,0.0,0.0,2
max-len,0,0,0,0,0,0.0,0.0,0
no-irregular-whitespace,2,0,0,0,23255014000,0.0,0.0,2
no-new-symbol,2,0,0,0,18070084000,0.0,0.0,2
for-direction,2,0,0,0,19700592000,0.0,0.0,2
no-empty,2,0,0,0,12537598000,0.0,0.0,2
constructor-super,2,0,0,0,7078937000,0.0,0.0,2
newline-before-return,0,0,0,0,0,0.0,0.0,0
no-extra-label,0,0,0,0,0,0.0,0.0,0
no-param-reassign,0,0,0,0,0,0.0,0.0,0
curly,2,0,NaN,0,41211922000,0.0,nan,2
no-new-require,2,0,0,0,33531417000,0.0,0.0,2
space-return-throw-case,0,0,0,0,22617872000,0.0,0.0,0
no-process-exit,0,0,0,0,0,0.0,0.0,0
no-undef-init,2,0,0,0,6573836000,0.0,0.0,2
new-cap,2,0,0,0,6583556000,0.0,0.0,2
no-debugger,2,0,0,0,16845930000,0.0,0.0,2
no-undef-init,2,0,0,0,53189067000,0.0,0.0,2
lines-around-directive,0,0,0,0,0,0.0,0.0,0
prefer-spread,2,0,0,0,41345106000,0.0,0.0,2
no-new-symbol,2,0,0,0,12332766000,0.0,0.0,2
no-plusplus,2,0,0,0,33283256000,0.0,0.0,2
padded-blocks,0,0,0,0,0,0.0,0.0,0
no-unused-vars,2,0,0,0,22526944000,0.0,0.0,2
space-unary-ops,0,0,0,0,0,0.0,0.0,0
no-negated-in-lhs,2,0,0,0,51024666000,0.0,0.0,2
lines-around-comment,0,0,0,0,0,0.0,0.0,0
use-isnan,2,0,0,0,363385000,0.0,0.0,2
no-case-declarations,2,0,0,0,143878523000,0.0,0.0,2
operator-assignment,0,0,0,0,0,0.0,0.0,0
accessor-pairs,2,0,0,0,26674455000,0.0,0.0,2
handle-callback-err,0,0,0,0,0,0.0,0.0,0
object-curly-spacing,0,0,0,0,0,0.0,0.0,0
indent,0,0,0,0,0,0.0,0.0,0
switch-colon-spacing,0,0,0,0,0,0.0,0.0,0
linebreak-style,0,0,0,0,0,0.0,0.0,0
space-return-throw-case,0,0,0,0,0,0.0,0.0,0
no-unneeded-ternary,0,0,0,0,30486481000,0.0,0.0,0
eol-last,2,0.0010201342281879195,0.4262295081967213,0,75446070000,0.0002040268456375839,0.08524590163934426,2
no-negated-in-lhs,2,0,0,0,70125090000,0.0,0.0,2
no-whitespace-before-property,0,0,0,0,0,0.0,0.0,0
no-new-require,2,0,NaN,0,48587279000,0.0,nan,2
max-params,0,0,0,0,0,0.0,0.0,0
default-case,2,0.0004295302013422819,0.7896174863387978,0,2884348000,8.590604026845638e-05,0.15792349726775956,2
no-comma-dangle,0,0,0,0,0,0.0,0.0,0
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
no-regex-spaces,2,0,0,0,10834207000,0.0,0.0,2
no-wrap-func,0,0,0,0,22617872000,0.0,0.0,0
no-extra-parens,0,0,0,0,30486481000,0.0,0.0,0
no-empty,2,0.0004832214765100671,0.8306010928961749,0,5702345000,9.664429530201342e-05,0.16612021857923498,2
eqeqeq,0,0,0,0,0,0.0,0.0,0
no-undef-init,2,0,0,0,1125074000,0.0,0.0,2
accessor-pairs,2,0,0,0,20476924000,0.0,0.0,2
no-delete-var,2,0,0,0,561940000,0.0,0.0,2
no-script-url,0,0,0,0,30486481000,0.0,0.0,0
lines-around-directive,0,0,0,0,0,0.0,0.0,0
no-unexpected-multiline,0,0,0,0,0,0.0,0.0,0
no-multi-spaces,0,0,0,0,0,0.0,0.0,0
max-nested-callbacks,2,0,0,0,44516304000,0.0,0.0,2
semi,2,0,0,0,12932866000,0.0,0.0,2
no-this-before-super,2,0,0,0,10725895000,0.0,0.0,2
space-before-blocks,2,0.02663719902291497,0.8333333333333334,0,54698591000,0.005327439804582994,0.16666666666666669,2
dot-notation,2,0.015516778523489932,0.7786885245901639,0,969975000,0.0031033557046979865,0.1557377049180328,2
consistent-this,0,0,0,0,0,0.0,0.0,0
camelcase,1,0,0,0,11916352000,0.0,0.0,1
one-var,0,0,0,0,0,0.0,0.0,0
no-inner-declarations,1,0,0,0,0,0.0,0.0,1
array-callback-return,2,0,0,0,9199788000,0.0,0.0,2
space-before-blocks,2,0.02640455973013842,0.8,0,51101087000,0.005280911946027684,0.16,2
no-wrap-func,0,0,0,0,18579928000,0.0,0.0,0
no-trailing-spaces,2,0.006013422818791947,0.819672131147541,0,3368073000,0.0012026845637583892,0.1639344262295082,2
generator-star-spacing,2,0,0,0,21362570000,0.0,0.0,2
no-cond-assign,2,0.09122147651006711,0.8442622950819673,0,2776723000,0.018244295302013422,0.16885245901639345,2
default-case,2,0,0,0,10794725000,0.0,0.0,2
no-control-regex,2,0.00029079911597068743,0.1,0,90936181000,5.8159823194137486e-05,0.02,2
prefer-reflect,0,0,0,0,0,0.0,0.0,0
no-spaced-func,2,0,0,0,53462026000,0.0,0.0,2
no-magic-number,0,0,0,0,0,0.0,0.0,0
eqeqeq,2,0,0,0,20117863000,0.0,0.0,2
indent,2,0.0785668380462725,0.9130434782608695,0,21354593000,0.0157133676092545,0.1826086956521739,2
no-case-declarations,2,0,0,0,133005843000,0.0,0.0,2
no-extra-parens,0,0,0,0,0,0.0,0.0,0
no-catch-shadow,0,0,0,0,0,0.0,0.0,0
no-dupe-args,2,0,0,0,18026878000,0.0,0.0,2
no-spaced-func,2,0,0,0,95175458000,0.0,0.0,2
no-multi-spaces,0,0,0,0,0,0.0,0.0,0
func-style,0,0,0,0,0,0.0,0.0,0
no-new-require,0,0,0,0,0,0.0,0.0,0
one-var,2,0,0,0,50133324000,0.0,0.0,2
indent-legacy,0,0,0,0,0,0.0,0.0,0
no-new-object,2,0,0,0,16091758000,0.0,0.0,2
camelcase,2,0.00017447946958241246,0.8,0,48801805000,3.489589391648249e-05,0.16,2
dot-location,0,0,0,0,0,0.0,0.0,0
no-lonely-if,0,0,0,0,0,0.0,0.0,0
no-shadow-restricted-names,2,0.00023263929277654997,0.85,0,54939421000,4.652785855530999e-05,0.16999999999999998,2
no-else-return,2,0.14285714285714285,0.7246376811594203,0,12631153000,0.02857142857142857,0.14492753623188406,2
generator-star-spacing,2,0,0,0,12547827000,0.0,0.0,2
lines-around-comment,0,0,0,0,0,0.0,0.0,0
no-async-promise-executor,0,0,0,0,0,0.0,0.0,0
no-shadow-restricted-names,2,0.000053691275167785237,0.42896174863387976,0,104308755000,1.0738255033557047e-05,0.08579234972677595,2
object-curly-newline,0,0,0,0,0,0.0,0.0,0
no-eq-null,0,0,0,0,0,0.0,0.0,0
prefer-promise-reject-errors,2,0,NaN,0,21769333000,0.0,nan,2
no-extra-bind,0,0,0,0,96144225000,0.0,0.0,0
no-use-before-define,2,0,0,0,81931375000,0.0,0.0,2
no-duplicate-imports,0,0,0,0,0,0.0,0.0,0
space-before-function-parentheses,0,0,0,0,0,0.0,0.0,0
no-useless-escape,0,0,0,0,0,0.0,0.0,0
camelcase,2,0.00017447946958241246,0.7666666666666667,0,45311476000,3.489589391648249e-05,0.15333333333333335,2
no-self-assign,2,0,0,0,27122090000,0.0,0.0,2
sort-vars,0,0,0,0,0,0.0,0.0,0
no-label-var,2,0,0,0,76921797000,0.0,0.0,2
space-before-function-paren,0,0,0,0,0,0.0,0.0,0
require-jsdoc,0,0,0,0,0,0.0,0.0,0
valid-jsdoc,1,0,0,0,0,0.0,0.0,1
no-duplicate-case,2,0,0,0,10991115000,0.0,0.0,2
dot-location,2,0,0,0,17929965000,0.0,0.0,2
callback-return,0,0,0,0,0,0.0,0.0,0
block-scoped-var,2,0,0,0,10804441000,0.0,0.0,2
block-scoped-var,2,0.058845637583892614,0.42896174863387976,0,14595968000,0.011769127516778524,0.08579234972677595,2
no-throw-literal,2,0.0011275167785234899,0.8224043715846995,0,5228200000,0.00022550335570469798,0.1644808743169399,2
no-iterator,2,0,0,0,56792319000,0.0,0.0,2
semi-spacing,2,0,0,0,3842439000,0.0,0.0,2
capitalized-comments,0,0,0,0,0,0.0,0.0,0
space-before-blocks,2,0.02640455973013842,0.8,0,49646078000,0.005280911946027684,0.16,2
space-before-function-parentheses,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,119243996000,0.0,0.0,2
no-octal-escape,0,0,0,0,1183496000,0.0,0.0,0
no-self-assign,2,0,NaN,0,46056731000,0.0,nan,2
consistent-return,0,0,0,0,0,0.0,0.0,0
no-control-regex,2,0,0,0,10345046000,0.0,0.0,2
no-case-declarations,2,0,0,0,102421490000,0.0,0.0,2
no-global-assign,2,0,0,0,4700227000,0.0,0.0,2
no-catch-shadow,2,0.00011631964638827499,0.36666666666666664,0,58280870000,2.3263929277654997e-05,0.07333333333333333,2
max-lines,0,0,0,0,0,0.0,0.0,0
no-multi-spaces,0,0,0,0,0,0.0,0.0,0
quotes,0,0,0,0,0,0.0,0.0,0
no-restricted-properties,0,0,0,0,0,0.0,0.0,0
no-use-before-define,2,0,0,0,27150171000,0.0,0.0,2
max-lines-per-function,0,0,0,0,0,0.0,0.0,0
indent,0,0,0,0,30486481000,0.0,0.0,0
no-case-declarations,2,0,0,0,90147562000,0.0,0.0,2
no-return-await,2,0,0,0,1459133000,0.0,0.0,2
no-native-reassign,0,0,0,0,96144225000,0.0,0.0,0
getter-return,0,0,0,0,0,0.0,0.0,0
no-array-constructor,0,0,0,0,30486481000,0.0,0.0,0
no-extra-bind,2,0,0,0,10794564000,0.0,0.0,2
no-script-url,2,0,0,0,51755590000,0.0,0.0,2
indent,2,0.6074211934395719,0.15,0,95173496000,0.12148423868791439,0.03,2
array-callback-return,0,0,0,0,0,0.0,0.0,0
no-eval,2,0,0,0,61884489000,0.0,0.0,2
func-style,0,0,0,0,0,0.0,0.0,0
prefer-reflect,0,0,0,0,0,0.0,0.0,0
prefer-promise-reject-errors,0,0,0,0,0,0.0,0.0,0
radix,2,0,0,0,51014401000,0.0,0.0,2
lines-around-directive,0,0,0,0,0,0.0,0.0,0
no-negated-in-lhs,0,0,0,0,24950604000,0.0,0.0,0
no-dupe-args,2,0,0,0,14786812000,0.0,0.0,2
semi,2,0.3251715714784227,0.4166666666666667,0,118842353000,0.06503431429568454,0.08333333333333334,2
wrap-iife,0,0,0,0,95880525000,0.0,0.0,0
no-case-declarations,2,0,0,0,97785843000,0.0,0.0,2
quotes,2,0.023494525547445255,0.26666666666666666,0,3925000,0.004698905109489051,0.05333333333333333,2
no-new,2,0,0,0,70968513000,0.0,0.0,2
no-process-exit,0,0,0,0,0,0.0,0.0,0
no-invalid-regexp,2,0,0,0,15599023000,0.0,0.0,2
no-implicit-coercion,0,0,0,0,0,0.0,0.0,0
consistent-return,0,0,0,0,0,0.0,0.0,0
func-names,0,0,0,0,0,0.0,0.0,0
no-native-reassign,0,0,0,0,30486481000,0.0,0.0,0
no-else-return,2,0,0,0,28075201000,0.0,0.0,2
array-callback-return,0,0,0,0,0,0.0,0.0,0
no-var,2,0,0,0,7723567000,0.0,0.0,2
jsx-quotes,0,0,0,0,0,0.0,0.0,0
handle-callback-err,0,0,0,0,0,0.0,0.0,0
no-whitespace-before-property,0,0,0,0,0,0.0,0.0,0
no-this-before-super,2,0,0,0,32642960000,0.0,0.0,2
no-async-promise-executor,0,0,0,0,0,0.0,0.0,0
semi-style,0,0,0,0,0,0.0,0.0,0
no-redeclare,1,0,0,0,0,0.0,0.0,1
no-void,0,0,0,0,0,0.0,0.0,0
no-negated-condition,0,0,0,0,0,0.0,0.0,0
no-empty,2,0.0004071187623589624,0.43333333333333335,0,156839699000,8.142375247179249e-05,0.08666666666666667,2
rest-spread-spacing,0,0,0,0,0,0.0,0.0,0
no-octal-escape,2,0,0,0,13159651000,0.0,0.0,2
no-empty-class,0,0,0,0,18579928000,0.0,0.0,0
no-eq-null,0,0,0,0,0,0.0,0.0,0
init-declarations,0,0,0,0,0,0.0,0.0,0
no-use-before-define,2,0.0004832214765100671,0.33060109289617484,0,1120883000,9.664429530201342e-05,0.06612021857923497,2
no-extend-native,2,0,0,0,21690919000,0.0,0.0,2
no-unused-vars,2,0,0,0,15255008000,0.0,0.0,2
no-cond-assign,2,0.09245637583892617,0.855191256830601,0,14846044000,0.018491275167785235,0.17103825136612022,2
no-new,0,0,0,0,96144225000,0.0,0.0,0
no-extra-bind,2,0,NaN,0,45751047000,0.0,nan,2
no-case-declarations,2,0,0,0,98482530000,0.0,0.0,2
no-regex-spaces,2,0,0,0,47011437000,0.0,0.0,2
no-unneeded-ternary,2,0.00032133676092544985,0.8695652173913043,0,23853633000,6.426735218508997e-05,0.17391304347826086,2
camelcase,2,0.00017447946958241246,0.5666666666666667,0,41415490000,3.489589391648249e-05,0.11333333333333333,2
new-cap,2,0,0,0,12584255000,0.0,0.0,2
implicit-arrow-linebreak,0,0,0,0,0,0.0,0.0,0
prefer-promise-reject-errors,2,0,NaN,0,2469014000,0.0,nan,2
no-duplicate-case,2,0,0,0,6216916000,0.0,0.0,2
block-scoped-var,0,0,0,0,0,0.0,0.0,0
no-cond-assign,2,0.0012853470437017994,0.7391304347826086,0,13612303000,0.0002570694087403599,0.14782608695652172,2
no-use-before-define,0,0,0,0,0,0.0,0.0,0
no-param-reassign,0,0,0,0,0,0.0,0.0,0
valid-typeof,2,0,0,0,135526868000,0.0,0.0,2
wrap-regex,0,0,0,0,0,0.0,0.0,0
no-dupe-keys,2,0,0,0,2296397000,0.0,0.0,2
no-implied-eval,2,0,0,0,66272396000,0.0,0.0,2
no-dupe-keys,2,0,0,0,20503674000,0.0,0.0,2
no-func-assign,0,0,0,0,30486481000,0.0,0.0,0
no-unsafe-finally,2,0,0,0,48415863000,0.0,0.0,2
no-extra-semi,0,0,0,0,0,0.0,0.0,0
handle-callback-err,0,0,0,0,0,0.0,0.0,0
no-empty-label,2,0.0018611143422123998,0.5666666666666667,0,27992629000,0.00037222286844247994,0.11333333333333333,2
no-warning-comments,0,0,0,0,0,0.0,0.0,0
array-bracket-newline,0,0,0,0,0,0.0,0.0,0
comma-style,2,0,0,0,28434399000,0.0,0.0,2
func-style,0,0,0,0,0,0.0,0.0,0
no-constant-condition,2,0,0,0,89646842000,0.0,0.0,2
space-before-blocks,2,0.02710247760846807,0.8666666666666667,0,56124045000,0.0054204955216936145,0.17333333333333334,2
prefer-promise-reject-errors,2,0,0,0,12145540000,0.0,0.0,2
spaced-comment,2,0.00016066838046272492,0.8260869565217391,0,18445628000,3.2133676092544985e-05,0.16521739130434782,2
no-unexpected-multiline,0,0,0,0,0,0.0,0.0,0
no-caller,0,0,0,0,96144225000,0.0,0.0,0
no-native-reassign,0,0,0,0,0,0.0,0.0,0
no-proto,2,0,NaN,0,49090727000,0.0,nan,2
key-spacing,0,0,0,0,0,0.0,0.0,0
curly,0,0,0,0,0,0.0,0.0,0
no-comma-dangle,1,0,0,0,0,0.0,0.0,1
no-dupe-args,2,0,0,0,19970943000,0.0,0.0,2
one-var-declaration-per-line,0,0,0,0,0,0.0,0.0,0
camelcase,0,0,0,0,0,0.0,0.0,0
newline-before-return,0,0,0,0,0,0.0,0.0,0
block-spacing,0,0,0,0,0,0.0,0.0,0
no-delete-var,2,0,0,0,142349984000,0.0,0.0,2
no-negated-in-lhs,2,0,0,0,52885655000,0.0,0.0,2
no-multi-str,2,0,0,0,79435273000,0.0,0.0,2
no-console,0,0,0,0,0,0.0,0.0,0
no-empty,2,0.0004071187623589624,0.43333333333333335,0,128783081000,8.142375247179249e-05,0.08666666666666667,2
no-cond-assign,0,0,0,0,0,0.0,0.0,0
radix,2,0,0,0,55163271000,0.0,0.0,2
no-lone-blocks,0,0,0,0,96144225000,0.0,0.0,0
func-call-spacing,0,0,0,0,0,0.0,0.0,0
guard-for-in,1,0,0,0,0,0.0,0.0,1
no-new-symbol,2,0,0,0,13391283000,0.0,0.0,2
implicit-arrow-linebreak,0,0,0,0,0,0.0,0.0,0
guard-for-in,2,0,0,0,8499854000,0.0,0.0,2
eqeqeq,2,0,0,0,81303381000,0.0,0.0,2
no-useless-rename,2,0,0,0,13330557000,0.0,0.0,2
keyword-spacing,2,0.09695242526462719,0.11666666666666667,0,61889714000,0.019390485052925437,0.023333333333333334,2
no-case-declarations,2,0,0,0,146992902000,0.0,0.0,2
no-extend-native,2,0,0,0,55344265000,0.0,0.0,2
no-extend-native,2,0,0,0,48857909000,0.0,0.0,2
id-length,0,0,0,0,0,0.0,0.0,0
no-redeclare,1,0,0,0,0,0.0,0.0,1
no-labels,0,0,0,0,30486481000,0.0,0.0,0
yield-star-spacing,2,0,NaN,0,41904347000,0.0,nan,2
no-buffer-constructor,2,0,0,0,21529105000,0.0,0.0,2
no-debugger,2,0,0,0,553722000,0.0,0.0,2
getter-return,0,0,0,0,0,0.0,0.0,0
dot-location,2,0,0,0,22282886000,0.0,0.0,2
new-parens,2,0.004013027800395487,0.11666666666666667,0,95175458000,0.0008026055600790973,0.023333333333333334,2
comma-dangle,2,0,NaN,0,21694795000,0.0,nan,2
no-shadow-restricted-names,0,0,0,0,96144225000,0.0,0.0,0
no-case-declarations,2,0,0,0,94766356000,0.0,0.0,2
no-obj-calls,2,0,0,0,24744849000,0.0,0.0,2
no-proto,2,0,0,0,40891665000,0.0,0.0,2
no-inner-declarations,2,0,0,0,24592809000,0.0,0.0,2
symbol-description,2,0,0,0,11489343000,0.0,0.0,2
no-class-assign,2,0,0,0,4811921000,0.0,0.0,2
yield-star-spacing,0,0,0,0,0,0.0,0.0,0
no-unused-expressions,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,139679619000,0.0,0.0,2
spaced-comment,2,0,NaN,0,49857665000,0.0,nan,2
no-undef-init,2,0,0,0,43652024000,0.0,0.0,2
no-case-declarations,2,0,0,0,146918798000,0.0,0.0,2
no-void,0,0,0,0,0,0.0,0.0,0
no-redeclare,2,0.0028456375838926172,0.33060109289617484,0,1154190000,0.0005691275167785234,0.06612021857923497,2
no-trailing-spaces,2,0,0,0,51056752000,0.0,0.0,2
generator-star-spacing,2,0,0,0,2188151000,0.0,0.0,2
no-underscore-dangle,0,0,0,0,0,0.0,0.0,0
object-shorthand,0,0,0,0,30486481000,0.0,0.0,0
comma-spacing,2,0.04489938350587414,0.6,0,42482628000,0.008979876701174828,0.12,2
no-array-constructor,0,0,0,0,30486481000,0.0,0.0,0
no-delete-var,0,0,0,0,0,0.0,0.0,0
indent,2,0.0637853470437018,0.6956521739130435,0,17558056000,0.01275706940874036,0.1391304347826087,2
no-script-url,2,0,0,0,71092590000,0.0,0.0,2
no-script-url,2,0,0,0,67433363000,0.0,0.0,2
consistent-return,0,0,0,0,0,0.0,0.0,0
max-nested-callbacks,0,0,0,0,0,0.0,0.0,0
space-after-keywords,0,0,0,0,13028000,0.0,0.0,0
no-case-declarations,2,0,0,0,112197657000,0.0,0.0,2
no-extra-parens,0,0,0,0,30486481000,0.0,0.0,0
wrap-iife,2,0.0003489589391648249,0.35,0,49885602000,6.979178783296499e-05,0.06999999999999999,2
no-shadow-restricted-names,2,0.00017447946958241246,0.11666666666666667,0,89631395000,3.489589391648249e-05,0.023333333333333334,2
no-undef,2,0,NaN,0,41215560000,0.0,nan,2
no-useless-call,0,0,0,0,0,0.0,0.0,0
no-new,2,0,0,0,3198630000,0.0,0.0,2
no-mixed-operators,0,0,0,0,0,0.0,0.0,0
no-bitwise,0,0,0,0,6453108000,0.0,0.0,0
no-extra-semi,0,0,0,0,0,0.0,0.0,0
comma-spacing,0,0,0,0,0,0.0,0.0,0
no-dupe-args,2,0,0,0,69720706000,0.0,0.0,2
no-case-declarations,2,0,0,0,87855139000,0.0,0.0,2
eqeqeq,2,0.0004295302013422819,0.4262295081967213,0,62655541000,8.590604026845638e-05,0.08524590163934426,2
space-after-keywords,0,0,0,0,13028000,0.0,0.0,0
consistent-this,0,0,0,0,0,0.0,0.0,0
no-dupe-class-members,2,0,0,0,30425368000,0.0,0.0,2
no-inner-declarations,2,0,0,0,83140000,0.0,0.0,2
no-extra-semi,2,0.010953020134228188,0.8360655737704918,0,8926792000,0.0021906040268456378,0.16721311475409836,2
lines-between-class-members,2,0.5952380952380952,0.8913043478260869,0,19701031000,0.11904761904761904,0.1782608695652174,2
wrap-iife,2,0.00023263929277654997,0.31666666666666665,0,48106640000,4.652785855530999e-05,0.06333333333333332,2
no-shadow-restricted-names,2,0,0,0,8712972000,0.0,0.0,2
no-undef-init,0,0,0,0,96144225000,0.0,0.0,0
space-unary-ops,0,0,0,0,0,0.0,0.0,0
wrap-iife,2,0.0020937536349889497,0.15,0,89724596000,0.00041875072699778994,0.03,2
guard-for-in,1,0,0,0,0,0.0,0.0,1
no-control-regex,2,0.00023263929277654997,0.4,0,139283605000,4.652785855530999e-05,0.08,2
no-case-declarations,2,0,0,0,91115610000,0.0,0.0,2
implicit-arrow-linebreak,0,0,0,0,0,0.0,0.0,0
